Código SIGEP,Nombre de la entidad,Nit,Orden,Suborden,Código DIVIPOLA Departamento,Departamento,Código DIVIPOLA Municipio ,Municipio,Clasificación Orgánica,Sector,Nivel,Tipo de Vinculacíon ,Naturaleza jurídica ,Longitud,Latitud,Año,Trimestre,Fuente,Sexo: Hombres,Sexo: Mujeres,Sexo: No reporta,Número contratistas,Número servidores públicos,Nivel: Postgrado,Nivel: Profesional,Nivel: Técnicas - Tecnológicas,Nivel: Secundaria,Nivel: Primaria,Nivel: No reporta,Edad: 18-21,Edad: 22-24,Edad: 25-28,Edad: No reporta
2732,DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO,899999061,Territorial,Distrital,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Central,Vinculación,Departamento Administrativo,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,10,11,0,21,0,0,10,3,8,0,0,1,2,18,0
3774,EMPRESA DE SERVICIOS PUBLICOS DE TAME,800093257,Territorial,Municipal,81,Arauca,794,TAME,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-71,745515","6,457094",2021,2,Ultima actualización: Junio 2021,6,3,0,0,9,0,1,0,8,0,0,1,3,5,0
0296,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,899999239-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Inclusión Social y Reconciliación,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,21,69,0,43,47,0,74,2,14,0,0,3,13,74,0
8036,INSTITUTO NACIONAL DE METROLOGÍA,900494393-3,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Comercio, Industria y Turismo",Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,2,4,0,2,4,1,5,0,0,0,0,0,1,5,0
5251,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,830053043-5,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Descentralizado,Adscripción,Superintendencia con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8024,AGENCIA NACIONAL DE MINERÍA,900500018-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Minas y Energía,Descentralizado,Adscripción,Agencia Estatal de Naturaleza Especial,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,10,16,0,24,2,13,8,1,4,0,0,2,3,21,0
0984,ALCALDÍA DE SABANETA,890980331-6,Territorial,Municipal,05,Antioquia,631,SABANETA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,61682","6,150559",2021,2,Ultima actualización: Junio 2021,7,9,0,15,1,1,9,3,3,0,0,1,5,10,0
0250,ALCALDÍA DE COGUA,899999466,Territorial,Municipal,25,Cundinamarca,200,COGUA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,976408","5,061241",2021,2,Ultima actualización: Junio 2021,1,5,0,4,2,0,4,0,2,0,0,1,1,4,0
8002,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL,900373913-4,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,4,3,0,3,4,3,4,0,0,0,0,0,0,7,0
3638,HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,Territorial,Departamental,68,Santander,001,BUCARAMANGA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,122742","7,119349",2021,2,Ultima actualización: Junio 2021,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0
0070,ALCALDÍA DE ALMAGUER,891502664,Territorial,Municipal,19,Cauca,022,ALMAGUER,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,854839","1,914182",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
6232,UNIVERSIDAD DE LA GUAJIRA,892115029,Territorial,Departamental,44,La Guajira,001,RIOHACHA,Entes autónomos,No Aplica,No Aplica,No Aplica,Ente Universitario Autónomo,"-72,916784","11,538415",2021,2,Ultima actualización: Junio 2021,0,2,0,1,1,1,1,0,0,0,0,0,1,1,0
0509,ALCALDÍA DE YACUANQUER,800099153,Territorial,Municipal,52,Nariño,885,YACUANQUER,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,400055","1,11567",2021,2,Ultima actualización: Junio 2021,13,6,0,19,0,0,12,3,3,1,0,2,3,14,0
4606,INSTITUTO DEPARTAMENTAL DE CULTURA Y TURISMO DE CUNDINAMARCA,900294905,Territorial,Departamental,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,8,6,0,14,0,0,3,1,10,0,0,1,5,8,0
0157,ALCALDÍA DE BUENAVISTA - CORDOBA,800096739,Territorial,Municipal,23,Córdoba,079,BUENAVISTA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,482981","8,222953",2021,2,Ultima actualización: Junio 2021,5,5,0,9,1,1,5,3,1,0,0,1,4,5,0
8313,"LA COMISIÓN PARA EL ESCLARECIMIENTO DE LA VERDAD, LA CONVIVENCIA Y LA NO REPETICIÓN",NULL,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,"Sistema Integral de Verdad, Justicia, Reparación y",No Aplica,No Aplica,No Aplica,Órganos autónomos,"-74,072092","4,710989",2020,4,Ultima actualización: Diciembre 2020,3,15,0,0,18,8,8,2,0,0,0,0,0,18,0
2185,CONCEJO DE GUAYABAL DE SIQUIMA,800094685,Territorial,Municipal,25,Cundinamarca,328,GUAYABAL DE SIQUIMA,Corporaciones administrativas,No Aplica,No Aplica,No Aplica,Concejo Municipal,"-74,467283","4,878323",2021,2,Ultima actualización: Junio 2021,1,1,0,0,2,0,0,0,2,0,0,0,0,2,0
3375,HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZÓN,891180026,Territorial,Departamental,41,Huila,298,GARZÓN,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,627468","2,195403",2021,2,Ultima actualización: Junio 2021,1,9,0,10,0,4,5,1,0,0,0,0,1,9,0
3802,EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE ARAUCA -EMSERPA-,800113549,Territorial,Municipal,81,Arauca,001,ARAUCA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-70,758423","7,088582",2021,2,Ultima actualización: Junio 2021,16,16,0,32,0,2,6,14,9,1,0,3,11,18,0
4413,GOBERNACIÓN DE META,892000148,Territorial,Departamental,50,Meta,001,VILLAVICENCIO,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-73,63769","4,151382",2021,2,Ultima actualización: Junio 2021,7,11,0,15,3,0,12,5,1,0,0,0,4,14,0
0921,ALCALDÍA DE PUERTO CARREÑO,892099305,Territorial,Municipal,99,Vichada,001,PUERTO CARREÑO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-67,488462","6,184766",2021,2,Ultima actualización: Junio 2021,1,1,0,2,0,0,0,1,1,0,0,0,1,1,0
3301,HOSPITAL  SANTA BARBARA  - VENADILLO,890701010,Territorial,Municipal,73,Tolima,861,VENADILLO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-74,931161","4,714815",2021,2,Ultima actualización: Junio 2021,1,6,0,7,0,0,0,6,1,0,0,2,0,5,0
0339,"ALCALDÍA DISTRITAL  DE CARTAGENA DE INDIAS DISTRITO TURISTICO, HISTORICO Y CULTURAL",890480184,Territorial,Distrital,13,Bolívar,001,CARTAGENA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,479426","10,391049",2021,2,Ultima actualización: Junio 2021,56,111,0,167,0,4,81,15,67,0,0,9,44,114,0
3695,SALUD PEREIRA,816005003,Territorial,Municipal,66,Risaralda,001,PEREIRA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-75,690601","4,808717",2021,2,Ultima actualización: Junio 2021,2,56,0,58,0,0,36,22,0,0,0,2,16,40,0
0717,ALCALDÍA DE LABATECA,890503680,Territorial,Municipal,54,Norte de Santander,377,LABATECA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,496536","7,298618",2021,2,Ultima actualización: Junio 2021,6,11,0,15,2,2,8,7,0,0,0,1,2,14,0
0325,ALCALDÍA DE ASTREA,892301541,Territorial,Municipal,20,Cesar,032,ASTREA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,976122","9,496125",2021,2,Ultima actualización: Junio 2021,5,3,0,8,0,0,3,5,0,0,0,3,2,3,0
0611,ALCALDÍA DE GIRARDOT,890680378,Territorial,Municipal,25,Cundinamarca,307,GIRARDOT,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,803141","4,304596",2021,2,Ultima actualización: Junio 2021,10,13,0,21,2,0,1,6,16,0,0,5,6,12,0
0821,ALCALDÍA DE OPORAPA,891180179,Territorial,Municipal,41,Huila,503,OPORAPA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,994964","2,025911",2021,2,Ultima actualización: Junio 2021,0,5,0,5,0,0,0,4,1,0,0,3,2,0,0
4395,GOBERNACIÓN DE CORDOBA,800103935-6,Territorial,Departamental,23,Córdoba,001,MONTERÍA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-75,878535","8,750983",2021,2,Ultima actualización: Junio 2021,12,27,0,24,15,4,29,5,1,0,0,1,5,33,0
6006,PERSONERÍA DE TAMALAMEQUE,NULL,Territorial,Municipal,20,Cesar,787,TAMALAMEQUE,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Personeria Municipal,"-73,810756","8,861748",2021,2,Ultima actualización: Junio 2021,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0018,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA,899999083-0,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Presidencia de la República,Central,Cabeza,Departamento Administrativo,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,1,7,0,0,8,0,5,0,3,0,0,0,6,2,0
7342,SOCIEDAD DE ACTIVOS ESPECIALES S.A.S.,900265408-3,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Descentralizado,Vinculación,Especial,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,7,3,0,0,10,0,4,6,0,0,0,3,3,4,0
1155,ALCALDÍA DE SUPÍA,890801150,Territorial,Municipal,17,Caldas,777,SUPÍA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,650401","5,45589",2021,2,Ultima actualización: Junio 2021,1,3,0,4,0,0,4,0,0,0,0,0,2,2,0
1018,ALCALDÍA DE SAN CAYETANO - NORTE DE SANTANDER,890501876-4,Territorial,Municipal,54,Norte de Santander,673,SAN CAYETANO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,62436","7,878751",2021,2,Ultima actualización: Junio 2021,4,8,0,12,0,0,1,10,1,0,0,6,3,3,0
3347,HOSPITAL DE CHIBOLO - CHIBOLO,819001269,Territorial,Municipal,47,Magdalena,170,CHIBOLO,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-74,621575","10,02812",2021,2,Ultima actualización: Junio 2021,3,0,0,3,0,0,1,2,0,0,0,0,1,2,0
4256,EMPRESAS PÚBLICAS DE MEDELLÍN,890904996,Territorial,Municipal,05,Antioquia,001,MEDELLÍN,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-75,564574","6,2530471",2021,2,Ultima actualización: Junio 2021,30,10,0,0,40,1,9,15,15,0,0,2,7,31,0
0878,PROCURADURIA GENERAL DE LA NACION,899999119-7,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Organismos de control y vigilancia,No Aplica,No Aplica,Régimen Autónomo,Procuraduría General de la Nación,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,5,5,0,6,4,2,3,0,5,0,0,2,1,7,0
4565,INSTITUTO DE LA JUVENTUD EL DEPORTE Y LA RECREACION DE BUCARAMANGA - INDERBU,804002166,Territorial,Municipal,68,Santander,001,BUCARAMANGA,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-73,122742","7,119349",2021,2,Ultima actualización: Junio 2021,5,1,0,6,0,1,3,2,0,0,0,0,0,6,0
0021,DEPARTAMENTO NACIONAL DE PLANEACIÓN,899.999.011-0,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Planeación,Central,Cabeza,Departamento Administrativo,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,5,8,0,11,2,2,8,3,0,0,0,0,6,7,0
4397,GOBERNACIÓN DE GUAJIRA,892115015-1,Territorial,Departamental,44,La Guajira,001,RIOHACHA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-72,916784","11,538415",2021,2,Ultima actualización: Junio 2021,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0443,ALCALDÍA DE PAILITAS,800096610,Territorial,Municipal,20,Cesar,517,PAILITAS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,626268","8,959667",2021,2,Ultima actualización: Junio 2021,3,0,0,3,0,0,1,2,0,0,0,0,2,1,0
4416,GOBERNACIÓN DE QUINDIO,890001639-1,Territorial,Departamental,63,Quindio,001,ARMENIA,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-75,675689","4,535",2021,2,Ultima actualización: Junio 2021,42,50,0,78,14,18,38,31,4,1,0,4,22,66,0
3821,EMPRESAS PÚBLICAS DE CUNDINAMARCA S.A.,900222346,Territorial,Departamental,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,8,9,0,17,0,2,12,3,0,0,0,0,4,13,0
2636,CONSERVATORIO DEL TOLIMA,890700906,Territorial,Municipal,73,Tolima,001,IBAGUÉ,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-75,242438","4,444676",2021,2,Ultima actualización: Junio 2021,0,4,0,4,0,1,2,0,1,0,0,0,3,1,0
5290,INDUSTRIA MILITAR,899999044-3,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Defensa,Descentralizado,Vinculación,Empresas Industriales y Comerciales del Estado,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,4,0,0,0,4,0,1,2,1,0,0,0,0,4,0
0284,EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL,899999316,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Planeación,Descentralizado,Vinculación,Empresas Industriales y Comerciales del Estado,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,28,26,0,54,0,10,29,11,4,0,0,0,8,46,0
8391,INSTITUTO DEPARTAMENTAL DEL DEPORTE DE LA GUAJIRA,825001274-9,Territorial,Departamental,44,La Guajira,001,RIOHACHA,Ejecutiva,No Aplica,Descentralizado,No Aplica,Institutos Científicos y Tecnológicos,"-72,916784","11,538415",2021,2,Ultima actualización: Junio 2021,4,0,0,4,0,0,4,0,0,0,0,0,0,4,0
3409,HOSPITAL INTEGRADO SAN ROQUE - CURITI,890202066-2,Territorial,Municipal,68,Santander,229,CURITÍ,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-73,069241","6,604594",2021,2,Ultima actualización: Junio 2021,5,4,0,9,0,1,4,3,1,0,0,2,2,5,0
0550,ALCALDÍA DE EL PEÑOL,890980917,Territorial,Municipal,05,Antioquia,541,PEÑOL,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,243531","6,219966",2021,2,Ultima actualización: Junio 2021,2,1,0,3,0,0,2,1,0,0,0,1,1,1,0
1007,ALCALDÍA DE SAN ANTONIO DEL TEQUENDAMA - CUNDINAMARCA,860527046,Territorial,Municipal,25,Cundinamarca,645,SAN ANTONIO DEL TEQUENDAMA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,352149","4,616249",2021,2,Ultima actualización: Junio 2021,1,10,0,11,0,0,4,3,4,0,0,3,3,5,0
0234,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS,830000167-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Salud y Protección Social,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,6,3,0,9,0,2,6,0,1,0,0,0,1,8,0
0477,ALCALDÍA DE PASTO,891280000-3,Territorial,Municipal,52,Nariño,001,PASTO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,285787","1,205884",2021,2,Ultima actualización: Junio 2021,13,28,0,41,0,1,16,19,5,0,0,5,8,28,0
0736,ALCALDÍA DE MACARAVITA,890210947,Territorial,Municipal,68,Santander,425,MACARAVITA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-72,59259","6,50614",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1186,ALCALDÍA DE TIBIRITA,800094782,Territorial,Municipal,25,Cundinamarca,807,TIBIRITA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,504646","5,052433",2021,2,Ultima actualización: Junio 2021,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0
8007,MINISTERIO DEL TRABAJO,NULL,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Trabajo,Central,Cabeza,Ministerio,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,4,5,0,0,9,2,4,3,0,0,0,0,0,9,0
4419,GOBERNACIÓN DE TOLIMA,800113672 7,Territorial,Departamental,73,Tolima,001,IBAGUÉ,Ejecutiva,No Aplica,Central,Adscripción,Gobernación,"-75,242438","4,444676",2021,2,Ultima actualización: Junio 2021,28,41,0,65,4,2,37,6,24,0,0,4,18,47,0
2568,CONCEJO DE TOCANCIPA,899999428,Territorial,Municipal,25,Cundinamarca,817,TOCANCIPÁ,Corporaciones administrativas,No Aplica,No Aplica,No Aplica,Concejo Municipal,"-73,910823","4,965002",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0932,FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA,800112806-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Salud y Protección Social,Descentralizado,Adscripción,Establecimiento Público,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,1,7,0,8,0,1,6,0,1,0,0,1,1,6,0
0454,ALCALDÍA DE PUERTO INÍRIDA,892099105,Territorial,Municipal,94,Guainía,001,INÍRIDA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-67,923917","3,868297",2021,2,Ultima actualización: Junio 2021,2,15,0,17,0,0,7,8,2,0,0,1,5,11,0
3735,EMPRESA DE ACUEDUCTO - SUAN,802010973,Territorial,Municipal,08,Atlántico,770,SUAN,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-74,879829","10,332392",2021,2,Ultima actualización: Junio 2021,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8033,AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA -COLOMBIA COMPRA EFICIENTE-,900514813-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Planeación,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,3,4,0,1,6,0,7,0,0,0,0,0,2,5,0
1212,ALCALDÍA DE TÚQUERRES,800099152,Territorial,Municipal,52,Nariño,838,TÚQUERRES,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,618641","1,085739",2021,2,Ultima actualización: Junio 2021,3,10,0,11,2,0,7,6,0,0,0,0,4,9,0
0059,ALCALDÍA DE AGUSTÍN CODAZZI,800096558-1,Territorial,Municipal,20,Cesar,013,AGUSTÍN CODAZZI,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,273105","10,034716",2021,2,Ultima actualización: Junio 2021,1,3,0,3,1,0,2,2,0,0,0,0,0,4,0
8040,FONDO ADAPTACIÓN,900450205-8,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Hacienda y Crédito Público,Descentralizado,Adscripción,Especial,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0636,ALCALDÍA DE GUATAVITA,899999395,Territorial,Municipal,25,Cundinamarca,326,GUATAVITA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,833644","4,934487",2021,2,Ultima actualización: Junio 2021,2,4,0,6,0,0,3,2,1,0,0,1,2,3,0
0030,SUPERINTENDENCIA DE SOCIEDADES,899999086-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,"Comercio, Industria y Turismo",Descentralizado,Adscripción,Superintendencia con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,12,16,0,5,23,12,16,0,0,0,0,0,3,25,0
0564,ALCALDÍA DE EL TAMBO,891500978,Territorial,Municipal,19,Cauca,256,EL TAMBO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-76,811322","2,452695",2021,2,Ultima actualización: Junio 2021,4,11,0,11,4,0,9,5,1,0,0,1,3,11,0
3863,EMPRESA DE SERVICIOS PUBLICOS AGUAS DE BARRANCABERMEJA S.A.,900045408,Territorial,Municipal,68,Santander,081,BARRANCABERMEJA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas de Servicios Públicos Domiciliarios - Oficiales,"-73,851932","7,061708",2021,2,Ultima actualización: Junio 2021,2,1,0,2,1,0,0,3,0,0,0,0,2,1,0
0896,CONTRALORÍA GENERAL DE LA REPÚBLICA,899999067-2,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Organismos de control y vigilancia,No Aplica,No Aplica,No Aplica,Contraloría General de la República,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,39,46,0,0,85,0,69,4,7,5,0,0,9,76,0
0914,ALCALDÍA DE PUENTE NACIONAL,890209299,Territorial,Municipal,68,Santander,572,PUENTE NACIONAL,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,677635","5,877927",2021,2,Ultima actualización: Junio 2021,1,9,0,10,0,0,2,3,5,0,0,3,5,2,0
2520,CONCEJO DE SINCELEJO,NULL,Territorial,Municipal,70,Sucre,001,SINCELEJO,Corporaciones administrativas,No Aplica,No Aplica,No Aplica,Concejo Municipal,"-75,390557","9,304577",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0822,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,800173719-0,Nacional,No Aplica,73,Tolima,268,ESPINAL,Ejecutiva,Educación,Descentralizado,Adscripción,Establecimiento Público,"-74,884341","4,149819",2021,2,Ultima actualización: Junio 2021,1,3,0,4,0,1,2,1,0,0,0,0,2,2,0
4834,ALCALDÍA DE ARMENIA - QUINDÍO,890000464-3,Territorial,Municipal,63,Quindio,001,ARMENIA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,675689","4,535",2021,2,Ultima actualización: Junio 2021,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
8023,AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,900507741-1,Nacional,No Aplica,11,Bogotá D.C,001,BOGOTÁ,Ejecutiva,Justicia y del Derecho,Descentralizado,Adscripción,Unidad Administrativa Especial con Personería Jurídica,"-74,072092","4,710989",2021,2,Ultima actualización: Junio 2021,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0362,UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA,891680089,Nacional,No Aplica,27,Chocó,001,QUIBDÓ,Entes autónomos,Educación,No Aplica,Régimen Autónomo,Ente Universitario Autónomo,"-76,649812","5,695633",2021,2,Ultima actualización: Junio 2021,2,1,0,0,3,2,1,0,0,0,0,0,1,2,0
1050,ALCALDÍA DE SAN LORENZO,800099142,Territorial,Municipal,52,Nariño,687,SAN LORENZO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-77,215167","1,503498",2021,2,Ultima actualización: Junio 2021,5,8,0,13,0,0,8,3,1,1,0,0,6,7,0
0846,ALCALDÍA DE PALMAS DEL SOCORRO,800003253,Territorial,Municipal,68,Santander,524,PALMAS DEL SOCORRO,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-73,28833","6,394986",2021,2,Ultima actualización: Junio 2021,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3185,HOSPITAL  SAN FELIX  -LA DORADA,810000913,Territorial,Municipal,17,Caldas,380,LA DORADA,Ejecutiva,No Aplica,Descentralizado,Vinculación,Empresas Sociales del Estado,"-74,667984","5,472709",2021,2,Ultima actualización: Junio 2021,27,67,0,94,0,0,46,44,4,0,0,10,34,50,0
0245,ALCALDÍA DE CISNEROS,890910913,Territorial,Municipal,05,Antioquia,190,CISNEROS,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-75,087067","6,538376",2021,2,Ultima actualización: Junio 2021,0,3,0,3,0,0,0,2,1,0,0,0,1,2,0
0360,UNIVERSIDAD DE LOS LLANOS,892000757,Nacional,No Aplica,50,Meta,001,VILLAVICENCIO,Entes autónomos,Educación,No Aplica,Régimen Autónomo,Ente Universitario Autónomo,"-73,63769","4,151382",2021,2,Ultima actualización: Junio 2021,9,21,0,30,0,3,22,3,2,0,0,0,4,26,0
1147,ALCALDÍA DE SUAREZ - TOLIMA,890700978,Territorial,Municipal,73,Tolima,770,SUÁREZ,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,831872","4,047626",2021,2,Ultima actualización: Junio 2021,5,3,0,5,3,1,4,3,0,0,0,0,3,5,0
0639,ALCALDÍA DE GUAYABAL DE SÍQUIMA,800094685,Territorial,Municipal,25,Cundinamarca,328,GUAYABAL DE SIQUIMA,Ejecutiva,No Aplica,Central,Adscripción,Alcaldía,"-74,467283","4,878323",2021,2,Ultima actualización: Junio 2021,4,5,0,9,0,0,0,8,0,1,0,1,2,6,0
3002,INSTITUCIÓN UNIVERSITARIA  ANTONIO JOSE CAMACHO,900007131-3,Territorial,Municipal,76,Valle del Cauca,001,CALI,Ejecutiva,No Aplica,Descentralizado,Adscripción,Establecimiento Público,"-76,531985","3,451647",2021,2,Ultima actualización: Junio 2021,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
